,name,rating,date,heading,review,rating_num,date_dt,heading_len,review_len,heading_clean,review_clean
6671,Renee G.,5.0 star rating,6/17/2020,athletic greens,look forward to drinking the greens in the morning.,5,6/17/2020,2,9,[],"['look', 'forward', 'drinking', 'morning']"
6672,Adam K.,5.0 star rating,6/17/2020,excellent service,excellent service,5,6/17/2020,2,2,"['excellent', 'service']","['excellent', 'service']"
6673,Billy O.,3.0 star rating,6/17/2020,"good, not great. and too expensive.","good product, but it's not a game changer and it's way beyond reasonable in terms of price. no one's going to spend $100/month on a greens supplement unless they really feel a difference.",3,6/17/2020,6,33,"['good', 'great', 'expensive']","['good', 'product', 'game', 'changer', 'way', 'beyond', 'reasonable', 'term', 'price', 'one', 'going', 'spend', '100month', 'supplement', 'unless', 'really', 'feel', 'difference']"
6675,Derek H.,5.0 star rating,6/17/2020,product is outstanding,just completed my first month. feeling energetic and strong. sleeping better. my cycling speed and endurance has also improved which is fantastic. looking forward to month #2.,5,6/17/2020,3,27,"['product', 'outstanding']","['completed', 'first', 'month', 'feeling', 'energetic', 'strong', 'sleeping', 'better', 'cycling', 'speed', 'endurance', 'also', 'improved', 'fantastic', 'looking', 'forward', 'month', '2']"
6676,Aldren E.,5.0 star rating,6/17/2020,it gives me the immune,"it gives me the immune booster that i needed. thank god, never been sick during this pandemic especially i’ve been expose daily with patients.",5,6/17/2020,5,24,"['give', 'immune']","['give', 'immune', 'booster', 'needed', 'thank', 'god', 'never', 'sick', 'pandemic', 'especially', 'ive', 'expose', 'daily', 'patient']"
6677,Bernard A.,5.0 star rating,6/17/2020,anti-illness repellent,i simply do not get sick when i have athletic greens,5,6/17/2020,2,11,"['antiillness', 'repellent']","['simply', 'get', 'sick']"
6678,David B.,5.0 star rating,6/17/2020,good stuff,good stuff,5,6/17/2020,2,2,"['good', 'stuff']","['good', 'stuff']"
6679,Carol B.,5.0 star rating,6/17/2020,truly love athletic greens,"i truly love athletic greens... i wanted a product that i could have all in one. all the main nutrients and minerals, prebiotics and probiotics in one. i truly feel better since i have invested in taking athletic greens.",5,6/17/2020,4,39,"['truly', 'love']","['truly', 'love', 'wanted', 'product', 'could', 'one', 'main', 'nutrient', 'mineral', 'prebiotics', 'probiotic', 'one', 'truly', 'feel', 'better', 'since', 'invested', 'taking']"
6680,Roger C.,5.0 star rating,6/17/2020,great supplement,i have been taking athletic greens for about a year and a half. i started due to always getting sick after travel for work. since i started taking them i have not been sick once.,5,6/17/2020,2,35,"['great', 'supplement']","['taking', 'year', 'half', 'started', 'due', 'always', 'getting', 'sick', 'travel', 'work', 'since', 'started', 'taking', 'sick']"
6681,Dan B.,5.0 star rating,6/17/2020,i love ag!!!,"makes getting amazing ingredients into my body quick, easy and convenient! great company and great people! thanks!!",5,6/17/2020,3,17,"['love', 'ag']","['make', 'getting', 'amazing', 'ingredient', 'body', 'quick', 'easy', 'convenient', 'great', 'company', 'great', 'people', 'thanks']"
6683,Kim J.,5.0 star rating,6/17/2020,extra insurance,i am enjoying my athletic greens supplement. can't say as i am seeing a difference in my health because i typically feel pretty good. i am drinking it everyday more as extra insurance in building my overall immunity.,5,6/17/2020,2,38,"['extra', 'insurance']","['enjoying', 'supplement', 'cant', 'say', 'seeing', 'difference', 'health', 'typically', 'feel', 'pretty', 'good', 'drinking', 'everyday', 'extra', 'insurance', 'building', 'overall', 'immunity']"
6685,Karen D.,5.0 star rating,6/17/2020,"good flavor, seems to help immune system",we have been very impressed with the flavor. my husband drank it every day in a smoothie while recovering from covid and he recovered remarkably fast. i cant say if it was related but i know it didn't hurt!,5,6/17/2020,7,39,"['good', 'flavor', 'seems', 'help', 'immune', 'system']","['impressed', 'flavor', 'husband', 'drank', 'every', 'day', 'smoothie', 'recovering', 'covid', 'recovered', 'remarkably', 'fast', 'cant', 'say', 'related', 'know', 'hurt']"
6686,Daniel O.,5.0 star rating,6/17/2020,couldn’t ask for a better,couldn’t ask for a better supplement. i have been able to consolidate my previous vitamins for 1 that automatically shows up every month. what more could you ask for!,5,6/17/2020,5,29,"['ask', 'better']","['ask', 'better', 'supplement', 'able', 'consolidate', 'previous', 'vitamin', '1', 'automatically', 'show', 'every', 'month', 'could', 'ask']"
6687,Jacqueline D.,5.0 star rating,6/17/2020,more alert,"athletic greens has made me feel more alert throughout the day. and i don’t even need my coffee in the morning to feel awake. it’s amazing and i have really learned to like the taste. the gritty texture is the only downfall, but i can get over that.",5,6/17/2020,2,48,['alert'],"['made', 'feel', 'alert', 'throughout', 'day', 'even', 'need', 'coffee', 'morning', 'feel', 'awake', 'amazing', 'really', 'learned', 'like', 'taste', 'gritty', 'texture', 'downfall', 'get']"
6688,Renata V.,5.0 star rating,6/17/2020,great product!,i love the taste of ag and i am looking forward to my morning drink. i stopled drinking coffee because i feel more energized. it also helped my gi so i am ery happy. thanks ag team!,5,6/17/2020,2,37,"['great', 'product']","['love', 'taste', 'ag', 'looking', 'forward', 'morning', 'drink', 'stopled', 'drinking', 'coffee', 'feel', 'energized', 'also', 'helped', 'gi', 'ery', 'happy', 'thanks', 'ag', 'team']"
6689,Paul G.,4.0 star rating,6/17/2020,great greens,"love porduct. as a veggie who is a certified strength and conditioning specialest, might i suggest an additional pea protein version of your porduct?",4,6/17/2020,2,24,['great'],"['love', 'porduct', 'veggie', 'certified', 'strength', 'conditioning', 'specialest', 'might', 'suggest', 'additional', 'pea', 'protein', 'version', 'porduct']"
6690,Angee B.,5.0 star rating,6/17/2020,i feel great!,i have been using another green powder product prior to athletic greens and will never go back. athletic greens each morning really makes me feel healthier and more vibrant. i wake right up in the morning and no longer feel groggy anymore. i started taking ag right after having covid and it really helped me start to feel like myself again.,5,6/17/2020,3,61,"['feel', 'great']","['using', 'another', 'powder', 'product', 'prior', 'never', 'go', 'back', 'morning', 'really', 'make', 'feel', 'healthier', 'vibrant', 'wake', 'right', 'morning', 'longer', 'feel', 'groggy', 'anymore', 'started', 'taking', 'ag', 'right', 'covid', 'really', 'helped', 'start', 'feel', 'like']"
6691,Shannon B.,5.0 star rating,6/17/2020,ag exactly what i needed,"i love knowing that i am getting all the nutrients that my diet is missing. tastes good, easy to use. glad i found it!",5,6/17/2020,5,24,"['ag', 'exactly', 'needed']","['love', 'knowing', 'getting', 'nutrient', 'diet', 'missing', 'taste', 'good', 'easy', 'use', 'glad', 'found']"
6692,Paul B.,5.0 star rating,6/17/2020,good taste. very easy to,good taste. very easy to incorporate in multiple ways in a daily nutrition program.,5,6/17/2020,5,14,"['good', 'taste', 'easy']","['good', 'taste', 'easy', 'incorporate', 'multiple', 'way', 'daily', 'nutrition', 'program']"
6693,Teresa C.,5.0 star rating,6/17/2020,green way to take your vitamins,i love my athletic greens ultimate daily. i have taken literally handfuls of pills to get my vitamins and this does it all in a morning drink! thank you i feel better and look forward to my drink! thanks!,5,6/17/2020,6,39,"['way', 'take', 'vitamin']","['love', 'ultimate', 'daily', 'taken', 'literally', 'handful', 'pill', 'get', 'vitamin', 'morning', 'drink', 'thank', 'feel', 'better', 'look', 'forward', 'drink', 'thanks']"
6694,Kris H.,5.0 star rating,6/17/2020,fantastic,"after many readings, trials of products i continue to love athletic greens as a standard daily delicious morning workout or 🥗 lunch supplement",5,6/17/2020,1,23,['fantastic'],"['many', 'reading', 'trial', 'product', 'continue', 'love', 'standard', 'daily', 'delicious', 'morning', 'workout', 'lunch', 'supplement']"
6695,Heather H.,5.0 star rating,6/17/2020,terrific customer support!,i have just started using athletic greens and was very pleased with how quick your customer support team was in answering a number of questions i had. the responses were very thorough and prompt - very happy with the product as well. i can tell there is a positive difference in my energy level.,5,6/17/2020,3,54,"['terrific', 'customer', 'support']","['started', 'using', 'pleased', 'quick', 'customer', 'support', 'team', 'answering', 'number', 'question', 'response', 'thorough', 'prompt', 'happy', 'product', 'well', 'tell', 'positive', 'difference', 'energy', 'level']"
6696,Nick M.,5.0 star rating,6/17/2020,surpassed my expectations,i've taken 40mg of nexium daily for the last 3 years due to serious gerd issues and athletic greens allowed me to stop taking the nexium within a month of using ag. customer for life.,5,6/17/2020,3,35,"['surpassed', 'expectation']","['ive', 'taken', '40mg', 'nexium', 'daily', 'last', '3', 'year', 'due', 'serious', 'gerd', 'issue', 'allowed', 'stop', 'taking', 'nexium', 'within', 'month', 'using', 'ag', 'customer', 'life']"
6697,Aubrey D.,1.0 star rating,6/17/2020,way too expensive,"this is a good product, but if you have a decent health food store in your area, there are many products of equal/similar quality for 1/4 of the price.",1,6/17/2020,3,29,"['way', 'expensive']","['good', 'product', 'decent', 'health', 'food', 'store', 'area', 'many', 'product', 'equalsimilar', 'quality', '14', 'price']"
6698,Hillary B.,5.0 star rating,6/17/2020,loving athletic greens,"loved the way my first month arrived (with the elegant container, spoon, and bottle. love the way it tastes and really love the way it makes me feel satiated and nourished. wish it wasn't as expensive (definitely a bigger $ than any of my other monthly purchases) and also wish the shake bottle was glass not plastic but overall - thumbs up! :)",5,6/17/2020,3,63,['loving'],"['loved', 'way', 'first', 'month', 'arrived', 'elegant', 'container', 'spoon', 'bottle', 'love', 'way', 'taste', 'really', 'love', 'way', 'make', 'feel', 'satiated', 'nourished', 'wish', 'expensive', 'definitely', 'bigger', 'monthly', 'purchase', 'also', 'wish', 'shake', 'bottle', 'glass', 'plastic', 'overall', 'thumb']"
6699,Nicole M.,5.0 star rating,6/15/2020,love using this product. no,love using this product. no need for daily multi vitamins!,5,6/15/2020,5,10,"['love', 'using', 'product']","['love', 'using', 'product', 'need', 'daily', 'multi', 'vitamin']"
6700,Zoe B.,5.0 star rating,6/15/2020,great way to enhance your health,"for those who can’t digest vitamins easily, this powder is highly digestible with instant daily results of increased energy .",5,6/15/2020,6,20,"['great', 'way', 'enhance', 'health']","['cant', 'digest', 'vitamin', 'easily', 'powder', 'highly', 'digestible', 'instant', 'daily', 'result', 'increased', 'energy']"
6701,linda m.,5.0 star rating,6/15/2020,healthy start,product is good quality.. i don’t mind drinking the greens  service is very good as well,5,6/15/2020,2,17,"['healthy', 'start']","['product', 'good', 'quality', 'mind', 'drinking', 'service', 'good', 'well']"
6702,Paul J.,5.0 star rating,6/15/2020,i start everyday with athletic,i start everyday with athletic greens. it jumpstarts my very active day.,5,6/15/2020,5,12,"['start', 'everyday']","['start', 'everyday', 'jumpstart', 'active', 'day']"
6703,Hester S.,5.0 star rating,6/14/2020,love athletic greens,"i've been using athletic greens for almost 10 years. i start my day with it every day and it ensures i get my probiotics, vitamins not to mention 8oz of water.",5,6/14/2020,3,31,['love'],"['ive', 'using', 'almost', '10', 'year', 'start', 'day', 'every', 'day', 'ensures', 'get', 'probiotic', 'vitamin', 'mention', '8oz', 'water']"
6704,Gregory Q.,5.0 star rating,6/14/2020,amazing stuff,"athletic greens is my daily go to for nutrition. tastes great, easy to make & go.  could not be easier",5,6/14/2020,2,21,"['amazing', 'stuff']","['daily', 'go', 'nutrition', 'taste', 'great', 'easy', 'make', 'go', 'could', 'easier']"
6705,Norma S.,5.0 star rating,6/14/2020,i feel great!,"i love this product!!! i feel really good, it is super easy to take, it tastes good, and it is a perfect way to start your day! i don't even need my coffee anymore.",5,6/14/2020,3,34,"['feel', 'great']","['love', 'product', 'feel', 'really', 'good', 'super', 'easy', 'take', 'taste', 'good', 'perfect', 'way', 'start', 'day', 'even', 'need', 'coffee', 'anymore']"
6706,Jason R.,5.0 star rating,6/14/2020,love it.,pop it in the morning smoothie. truthfully it's a major part of our immune defense during this quarantine time.,5,6/14/2020,2,19,['love'],"['pop', 'morning', 'smoothie', 'truthfully', 'major', 'part', 'immune', 'defense', 'quarantine', 'time']"
6707,Rodney d.,5.0 star rating,6/14/2020,amazing,very good product keeps you going. take mine around mid day give me that boost,5,6/14/2020,1,15,['amazing'],"['good', 'product', 'keep', 'going', 'take', 'mine', 'around', 'mid', 'day', 'give', 'boost']"
6709,Christopher G.,5.0 star rating,6/14/2020,excellent.,energy levels and overall well being improved greatly. gut health has also been excellent. would highly recommend.,5,6/14/2020,1,17,['excellent'],"['energy', 'level', 'overall', 'well', 'improved', 'greatly', 'gut', 'health', 'also', 'excellent', 'would', 'highly', 'recommend']"
6710,Cameron w.,4.0 star rating,6/14/2020,awesome product but price isn't sustainable,love athletic greens! one scoop a day and i feel covered with all the great ingredients. up in canada it costs around $100/mth so that's not doing on a monthly basis so i'll have to stop my subscription. but the product is great!,4,6/14/2020,6,43,"['awesome', 'product', 'price', 'sustainable']","['love', 'one', 'scoop', 'day', 'feel', 'covered', 'great', 'ingredient', 'canada', 'cost', 'around', '100mth', 'thats', 'monthly', 'basis', 'ill', 'stop', 'subscription', 'product', 'great']"
6711,Laura w.,5.0 star rating,6/14/2020,in love!,"i'm on week 3 of my daily athletic greens and i'm so glad i started. i feel so good. i can tell a difference in my energy throughout the day and my body is becoming ""regular"". really glad i gave this a try. i dont plan on stopping.",5,6/14/2020,2,48,['love'],"['im', 'week', '3', 'daily', 'im', 'glad', 'started', 'feel', 'good', 'tell', 'difference', 'energy', 'throughout', 'day', 'body', 'becoming', 'regular', 'really', 'glad', 'gave', 'try', 'plan', 'stopping']"
6712,Jordan K.,5.0 star rating,6/14/2020,athletic greens 👍🏼,"really enjoy this stuff, creates a nice schedule for my day",5,6/14/2020,3,11,[],"['really', 'enjoy', 'stuff', 'creates', 'nice', 'schedule', 'day']"
6713,Scott G.,5.0 star rating,6/13/2020,happy costumer,i’ve only used athletic greens for 6 months and i can tell i have more energy during the day. i stopped using daily vitamin pills and just use ag now.,5,6/13/2020,2,30,"['happy', 'costumer']","['ive', 'used', '6', 'month', 'tell', 'energy', 'day', 'stopped', 'using', 'daily', 'vitamin', 'pill', 'use', 'ag']"
6714,Kimo L.,5.0 star rating,6/13/2020,the best,love athletic greens especially being nsf sport certified .best way to start my day gives me energy and all my essential vitamins and minerals,5,6/13/2020,2,24,['best'],"['love', 'especially', 'nsf', 'sport', 'certified', 'best', 'way', 'start', 'day', 'give', 'energy', 'essential', 'vitamin', 'mineral']"
6715,Carol S.,5.0 star rating,6/13/2020,energetic,starting my second month with lots of energy.,5,6/13/2020,1,8,['energetic'],"['starting', 'second', 'month', 'lot', 'energy']"
6716,Brandon B.,5.0 star rating,6/13/2020,best of the best,"after many years of trying many greens. i’ve found the best of the best. great taste, too.",5,6/13/2020,4,17,"['best', 'best']","['many', 'year', 'trying', 'many', 'ive', 'found', 'best', 'best', 'great', 'taste']"
6717,Thom N.,5.0 star rating,6/13/2020,great product,best tasting greens supplement with the largest variety of ingredients.,5,6/13/2020,2,10,"['great', 'product']","['best', 'tasting', 'supplement', 'largest', 'variety', 'ingredient']"
6718,Thomas L.,5.0 star rating,6/13/2020,very cool very neat,"pricey, but nicey",5,6/13/2020,4,3,"['cool', 'neat']","['pricey', 'nicey']"
6719,Christopher B.,5.0 star rating,6/13/2020,just plain and simple .,just plain and simple . feel better everyday that i have my greens,5,6/13/2020,5,13,"['plain', 'simple']","['plain', 'simple', 'feel', 'better', 'everyday']"
6720,Kim T.,5.0 star rating,6/12/2020,energy booster,"i have been using the greens for a month. i mix in 5oz whole milk with 25g protein powder. replaced my previous breakfast of 2 boiled eggs and sausage with a super yummy drink! i love this stuff. i am bursting with energy, feel like i'm 30 years younger. maybe even 40 years. not an athlete, just a semi fat old lady looking to feel good. it works!!...read moreread more about review stating energy booster! read lessread less about review stating energy booster",5,6/12/2020,2,83,"['energy', 'booster']","['using', 'month', 'mix', '5oz', 'whole', 'milk', '25g', 'protein', 'powder', 'replaced', 'previous', 'breakfast', '2', 'boiled', 'egg', 'sausage', 'super', 'yummy', 'drink', 'love', 'stuff', 'bursting', 'energy', 'feel', 'like', 'im', '30', 'year', 'younger', 'maybe', 'even', '40', 'year', 'athlete', 'semi', 'fat', 'old', 'lady', 'looking', 'feel', 'good', 'worksread', 'moreread', 'review', 'stating', 'energy', 'booster', 'read', 'lessread', 'le', 'review', 'stating', 'energy', 'booster']"
6721,Johnathon N.,4.0 star rating,6/12/2020,i like them. but the,i like them. but the price is quite high!,4,6/12/2020,5,9,['like'],"['like', 'price', 'quite', 'high']"
6722,Chad B.,5.0 star rating,6/12/2020,great supplement,i have been taking ag for about a month and my stomach and energy have definitely improved. thanks,5,6/12/2020,2,18,"['great', 'supplement']","['taking', 'ag', 'month', 'stomach', 'energy', 'definitely', 'improved', 'thanks']"
6723,Rebekah C.,5.0 star rating,6/12/2020,i love it! 30 days,i love it! 30 days in to my daily greens and i've not looked back.,5,6/12/2020,5,15,"['love', '30', 'day']","['love', '30', 'day', 'daily', 'ive', 'looked', 'back']"
6724,William S.,5.0 star rating,6/12/2020,awesome,awesome,5,6/12/2020,1,1,['awesome'],['awesome']
6725,Amanda F.,5.0 star rating,6/12/2020,frontliner-approved,"loving this product! free samples where offered to us, deployed healthcare workers, at our hotels in nyc. tried it for 5 days straight and had to order more! the energy and quality is great. i've been taking it ever since my shipment arrived (which was also extremely fast). since arriving home, i haven't had the crash like my coworkers did upon de...read moreread more about review stating frontliner-approvedmobilizing/returning home. i'm owing that to athleticgreens :) thank you thank you thank you! read lessread less about review stating frontliner-approved",5,6/12/2020,1,88,['frontlinerapproved'],"['loving', 'product', 'free', 'sample', 'offered', 'u', 'deployed', 'healthcare', 'worker', 'hotel', 'nyc', 'tried', '5', 'day', 'straight', 'order', 'energy', 'quality', 'great', 'ive', 'taking', 'ever', 'since', 'shipment', 'arrived', 'also', 'extremely', 'fast', 'since', 'arriving', 'home', 'crash', 'like', 'coworkers', 'upon', 'deread', 'moreread', 'review', 'stating', 'frontlinerapprovedmobilizingreturning', 'home', 'im', 'owing', 'athleticgreens', 'thank', 'thank', 'thank', 'read', 'lessread', 'le', 'review', 'stating', 'frontlinerapproved']"
6726,Stephanie D.,5.0 star rating,6/12/2020,life changing,"i battled severe gut pain, chronic constipation, and gluten intolerance for over 10 years. i tried everything from strict diet to handfuls of supplements and pills. the first thing to give me long lasting relief was athletic greens. it was recommended to me by my obgyn in october 2018. i received my first shipment in november and by january i noti...read moreread more about review stating life changingced a significant change. it has taken over a year to get my gut healed up and it is 100% credited to athletic greens. i highly recommend to women who battle ibs and the toxins and allergies that occur as ibs side effects. read lessread less about review stating life changing",5,6/12/2020,2,118,"['life', 'changing']","['battled', 'severe', 'gut', 'pain', 'chronic', 'constipation', 'gluten', 'intolerance', '10', 'year', 'tried', 'everything', 'strict', 'diet', 'handful', 'supplement', 'pill', 'first', 'thing', 'give', 'long', 'lasting', 'relief', 'recommended', 'obgyn', 'october', '2018', 'received', 'first', 'shipment', 'november', 'january', 'notiread', 'moreread', 'review', 'stating', 'life', 'changingced', 'significant', 'change', 'taken', 'year', 'get', 'gut', 'healed', '100', 'credited', 'highly', 'recommend', 'woman', 'battle', 'ibs', 'toxin', 'allergy', 'occur', 'ibs', 'side', 'effect', 'read', 'lessread', 'le', 'review', 'stating', 'life', 'changing']"
6727,Mary S.,4.0 star rating,6/12/2020,value of athletic greens,"i began taking athletic greens at age 52. i was fit and exercised regularly. i’m 55 and although not as fit i have such clarity of mind and have been the only one in office two different times due to only person not sick with flu. the cost is the only reason i gave a 4 out of 5 as i have 2 kids in college. some times i have to miss a month and tot...read moreread more about review stating value of athletic greensally feel the difference. i’m so grateful to have found this product!! mary sanders, wa read lessread less about review stating value of athletic greens",4,6/12/2020,4,109,['value'],"['began', 'taking', 'age', '52', 'fit', 'exercised', 'regularly', 'im', '55', 'although', 'fit', 'clarity', 'mind', 'one', 'office', 'two', 'different', 'time', 'due', 'person', 'sick', 'flu', 'cost', 'reason', 'gave', '4', '5', '2', 'kid', 'college', 'time', 'miss', 'month', 'totread', 'moreread', 'review', 'stating', 'value', 'greensally', 'feel', 'difference', 'im', 'grateful', 'found', 'product', 'mary', 'sander', 'wa', 'read', 'lessread', 'le', 'review', 'stating', 'value']"
6728,Mitch J.,5.0 star rating,6/12/2020,i like it,i like it,5,6/12/2020,3,3,['like'],['like']
6729,Sara W.,4.0 star rating,6/12/2020,amazing,"im into my second month... within weeks, i have almost no sugar cravings! i noticed i wasn’t requiring as much coffee! my skin and nails are clear and strong. i’m sleeping better at night. i know. sounds like a pitch right? it’s not. i’m not a marathon runner or a crossfit queen. i am a middle aged overweight mom who is looking to get on healthier...read moreread more about review stating amazing lifestyle. this was my first step, and it left me feeling better to start making more healthier steps. the loss of sugar cravings was a huge one for me. read lessread less about review stating amazing",4,6/12/2020,1,108,['amazing'],"['im', 'second', 'month', 'within', 'week', 'almost', 'sugar', 'craving', 'noticed', 'requiring', 'much', 'coffee', 'skin', 'nail', 'clear', 'strong', 'im', 'sleeping', 'better', 'night', 'know', 'sound', 'like', 'pitch', 'right', 'im', 'marathon', 'runner', 'crossfit', 'queen', 'middle', 'aged', 'overweight', 'mom', 'looking', 'get', 'healthierread', 'moreread', 'review', 'stating', 'amazing', 'lifestyle', 'first', 'step', 'left', 'feeling', 'better', 'start', 'making', 'healthier', 'step', 'loss', 'sugar', 'craving', 'huge', 'one', 'read', 'lessread', 'le', 'review', 'stating', 'amazing']"
6730,Lesley E.,5.0 star rating,6/12/2020,i love athletic greens!!! i,i love athletic greens!!! i feel so great when i drink them and they have quickly become part of my daily routine!,5,6/12/2020,5,22,['love'],"['love', 'feel', 'great', 'drink', 'quickly', 'become', 'part', 'daily', 'routine']"
6731,Jeff L.,5.0 star rating,6/12/2020,great supplement and great service,great supplement and great service,5,6/12/2020,5,5,"['great', 'supplement', 'great', 'service']","['great', 'supplement', 'great', 'service']"
6732,Michael B.,5.0 star rating,6/12/2020,covers all the bases,in one 12 ounce drink i get all the vitamins i need and it tastes good. wish i would have found this sooner.,5,6/12/2020,4,23,"['cover', 'base']","['one', '12', 'ounce', 'drink', 'get', 'vitamin', 'need', 'taste', 'good', 'wish', 'would', 'found', 'sooner']"
6733,Penny N.,5.0 star rating,6/12/2020,better and better,"my energy and my gut are both improving. funny that! i’m doing 2 drinks a day. ag smoothie is my first thought after meditation on an empty tum in the mornings. then i crave another around 3:30 in the arvo. i remember taking ag several years ago and all the benefits. then i lived in australia for a few years and couldn’t get it there. now i’m back...read moreread more about review stating better and better and promptly got my deliveries started up. it’s that good. goodness, all kinds, is desperately needed right now. ty ag for you doing you so well and sharing your goodness with us. it truly improves my health. hubby too! read lessread less about review stating better and better",5,6/12/2020,3,124,"['better', 'better']","['energy', 'gut', 'improving', 'funny', 'im', '2', 'drink', 'day', 'ag', 'smoothie', 'first', 'thought', 'meditation', 'empty', 'tum', 'morning', 'crave', 'another', 'around', '330', 'arvo', 'remember', 'taking', 'ag', 'several', 'year', 'ago', 'benefit', 'lived', 'australia', 'year', 'get', 'im', 'backread', 'moreread', 'review', 'stating', 'better', 'better', 'promptly', 'got', 'delivery', 'started', 'good', 'goodness', 'kind', 'desperately', 'needed', 'right', 'ty', 'ag', 'well', 'sharing', 'goodness', 'u', 'truly', 'improves', 'health', 'hubby', 'read', 'lessread', 'le', 'review', 'stating', 'better', 'better']"
6734,Chad C.,4.0 star rating,6/12/2020,good so far,i firmly believe health begins with good gut health. i can tell from taking my daily ag drink every morning that i’ve become more regular in my bowel movements. as much as that may seem like too much information i think that’s a good sign of a probiotic or supplement doing its job. as with anything paired with excercise and good nutrition it’s a g...read moreread more about review stating good so farood addition to your daily routine in staying healthy. read lessread less about review stating good so far,4,6/12/2020,3,90,"['good', 'far']","['firmly', 'believe', 'health', 'begin', 'good', 'gut', 'health', 'tell', 'taking', 'daily', 'ag', 'drink', 'every', 'morning', 'ive', 'become', 'regular', 'bowel', 'movement', 'much', 'may', 'seem', 'like', 'much', 'information', 'think', 'thats', 'good', 'sign', 'probiotic', 'supplement', 'job', 'anything', 'paired', 'excercise', 'good', 'nutrition', 'gread', 'moreread', 'review', 'stating', 'good', 'farood', 'addition', 'daily', 'routine', 'staying', 'healthy', 'read', 'lessread', 'le', 'review', 'stating', 'good', 'far']"
6735,Allen K.,5.0 star rating,6/12/2020,easy and beneficial!,great product!,5,6/12/2020,3,2,"['easy', 'beneficial']","['great', 'product']"
6736,Luke O.,5.0 star rating,6/12/2020,great energy,"the increase in energy is noticable once taking ag consistently for a couple weeks. would recommend to parents who want to keep up with active kids throughout the day, look forward to it first thing every day. excellent quick shipping. fantastic product all around! started off as a month trial, made me a subscriber.",5,6/12/2020,2,54,"['great', 'energy']","['increase', 'energy', 'noticable', 'taking', 'ag', 'consistently', 'couple', 'week', 'would', 'recommend', 'parent', 'want', 'keep', 'active', 'kid', 'throughout', 'day', 'look', 'forward', 'first', 'thing', 'every', 'day', 'excellent', 'quick', 'shipping', 'fantastic', 'product', 'around', 'started', 'month', 'trial', 'made', 'subscriber']"
6737,Angelica S.,5.0 star rating,6/12/2020,i love it.,i love it.,5,6/12/2020,3,3,['love'],['love']
6739,Dana M.,5.0 star rating,6/11/2020,love athletic greens! i’ve recommended,love athletic greens! i’ve recommended them to several people. sustained energy throughout the day.,5,6/11/2020,5,14,"['love', 'ive', 'recommended']","['love', 'ive', 'recommended', 'several', 'people', 'sustained', 'energy', 'throughout', 'day']"
6740,Ada H.,5.0 star rating,6/11/2020,helping me in many ways!,"b vitamins are huge for balancing hormones. i’ve noticed increased stamina and mood, but i’ve also noticed an improvement with my hormone cycles. being my late 30’s it’s gotten a bit interesting in that department for me. i hadn’t anticipated that benefit, a happy surprise! so many benefits from 1 product. highly recommend.",5,6/11/2020,5,53,"['helping', 'many', 'way']","['b', 'vitamin', 'huge', 'balancing', 'hormone', 'ive', 'noticed', 'increased', 'stamen', 'mood', 'ive', 'also', 'noticed', 'improvement', 'hormone', 'cycle', 'late', '30', 'gotten', 'bit', 'interesting', 'department', 'anticipated', 'benefit', 'happy', 'surprise', 'many', 'benefit', '1', 'product', 'highly', 'recommend']"
6741,Diane S.,5.0 star rating,6/11/2020,love it!,love it!,5,6/11/2020,2,2,['love'],['love']
6742,Jennifer H.,5.0 star rating,6/11/2020,feel so good,"the first few weeks of taking athletic greens i had my issues...constipation, feeling sluggish, overall not feeling like they helped me at all. at week 3, that all changed! i definitely have more energy, enough to forego my afternoon cup of java. i am regular and have started to lose weight without even trying!... overall, fabulous! if you have di...read moreread more about review stating feel so goodfficulty taking pills or any sort of stomach issue with normal vitamins/supplements - try athletic greens!! i am a very satisfied customer! read lessread less about review stating feel so good",5,6/11/2020,3,98,"['feel', 'good']","['first', 'week', 'taking', 'issuesconstipation', 'feeling', 'sluggish', 'overall', 'feeling', 'like', 'helped', 'week', '3', 'changed', 'definitely', 'energy', 'enough', 'forego', 'afternoon', 'cup', 'java', 'regular', 'started', 'lose', 'weight', 'without', 'even', 'trying', 'overall', 'fabulous', 'diread', 'moreread', 'review', 'stating', 'feel', 'goodfficulty', 'taking', 'pill', 'sort', 'stomach', 'issue', 'normal', 'vitaminssupplements', 'try', 'satisfied', 'customer', 'read', 'lessread', 'le', 'review', 'stating', 'feel', 'good']"
6743,Natasha L.,5.0 star rating,6/11/2020,athleticgreens,"tasty not just bearable, trillion health benefits not just a few, and great for you not just good. all in one; that's athletic greens for a better you, not just a better tomorrow.   - yours for life",5,6/11/2020,1,39,['athleticgreens'],"['tasty', 'bearable', 'trillion', 'health', 'benefit', 'great', 'good', 'one', 'thats', 'better', 'better', 'tomorrow', 'life']"
6744,Cody S.,5.0 star rating,6/11/2020,best all around supplement i've,best all around supplement i've found,5,6/11/2020,5,6,"['best', 'around', 'supplement', 'ive']","['best', 'around', 'supplement', 'ive', 'found']"
6745,Aaron T.,5.0 star rating,6/11/2020,solid all-in-1 everyday greens product,"love the product, feel energized and cleansed internally after taking for a few days when i originally tried. been hooked and continued to use the product for the last 1.5 years or so!",5,6/11/2020,5,33,"['solid', 'allin1', 'everyday', 'product']","['love', 'product', 'feel', 'energized', 'cleansed', 'internally', 'taking', 'day', 'originally', 'tried', 'hooked', 'continued', 'use', 'product', 'last', '15', 'year']"
